name,Age,km_driven,FuelEconomy_kmpl,engine_p,engine_v,selling_price
Maruti Swift Lxi BSIII,13,136000,16.1,88.,1298,220000
Tata Indica V2 DLS BSIII,7,120000,17.8,48.,1405,170000
Hyundai Elite i20 Petrol Asta Option,2,25000,18.6,81.,1197,700000
Mahindra Scorpio S10 4WD,5,80000,15.4,120,2179,950000
Hyundai Accent GLS 1.6 ABS,17,40000,14.4,94 ,1599,80000
Jaguar XE 2016-2019 2.0L Diesel Prestige,3,9000,13.6,177,1999,2711000
Lexus ES 300h,1,20000,22.3,214,2487,5150000
Jaguar XF 2.0 Diesel Portfolio,3,45000,19.3,177,1999,3200000
Tata Safari Storme EX,5,110000,14.1,147,2179,503000
Volvo XC40 D4 Inscription BSIV,1,20000,18.0,190,1969,3800000
Toyota Camry 2.5 Hybrid,4,68089,19.1,157,2494,2000000
Maruti Wagon R LXI,7,58343,21.7,67.,998 ,225000
Maruti Baleno Alpha 1.3,2,38817,27.3,74 ,1248,740000
Honda Jazz VX,4,56494,18.2,88.,1199,550000
Toyota Innova 2.5 VX (Diesel) 7 Seater,7,79328,12.9,100,2494,750000
Maruti Swift AMT VVT VXI,1,5621,22.0,81.,1197,650000
Toyota Etios VX,3,25538,16.7,88.,1496,625000
Maruti Swift AMT ZXI,2,69779,22.0,81.,1197,600000
Hyundai Grand i10 1.2 CRDi Sportz,3,56290,24.0,73.,1186,450000
BMW X4 M Sport X xDrive20d,1,7500,16.7,190,1995,5400000
BMW X4 M Sport X xDrive20d,1,8500,16.7,190,1995,5500000
Honda Amaze V CVT Petrol BSIV,1,7032,19.0,88.,1199,779000
Skoda Rapid 1.6 MPI AT Elegance,4,11000,14.3,103,1598,645000
Volvo V40 D3 R-Design,2,2000,16.8,150,1984,2475000
Maruti Swift Dzire VDI,6,120000,23.4,74 ,1248,420000
Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,2,35000,25.1,88.,1248,899000
Datsun GO T Petrol,1,35000,19.8,67 ,1198,459999
Hyundai Verna CRDi SX ABS,12,120000,18.1,110,1493,150000
Renault KWID 1.0 RXT Optional,3,25000,23.0,67 ,999 ,350000
Toyota Etios GD,5,100000,23.5,67.,1364,509999
Mahindra Bolero 2011-2019 Plus Non AC,7,120000,15.9,62.,2523,500000
Tata Zest Revotron 1.2 XT,3,35000,17.5,88.,1193,370000
Maruti Alto K10 2010-2014 VXI,7,44000,20.9,67.,998 ,240000
Hyundai i20 Asta 1.4 CRDi,5,100000,22.5,88.,1396,530000
Mahindra Scorpio S10 7 Seater,5,133000,15.4,120,2179,1000000
Toyota Innova Crysta 2.4 VX MT BSIV,2,35000,13.6,147,2393,1600000
Hyundai i10 Sportz,6,64000,20.3,78.,1197,350000
Mahindra XUV500 AT W10 FWD,5,70000,16.0,140,2179,1100000
Hyundai i20 1.2 Magna,9,70000,18.5,80 ,1197,220000
Hyundai Grand i10 Sportz,5,100000,18.9,82 ,1197,350000
Maruti Swift LDI,7,90000,22.9,74 ,1248,370000
Maruti Swift Dzire VXi,6,50000,17.5,85.,1298,220000
Chevrolet Sail Hatchback LT ABS,7,80000,22.1,76.,1248,200000
Mahindra KUV 100 mFALCON D75 K4,3,50000,25.3,77 ,1198,400000
Fiat Grande Punto 1.4 Emotion,11,55000,14.6,88.,1368,150000
Toyota Innova Crysta 2.7 GX AT 8 STR,0,40000,10.7,163,2694,1500000
Maruti Omni 5 Seater BSIV,9,70000,14.0,35 ,796 ,130000
Maruti Alto 800 LXI,7,80000,22.7,47.,796 ,185000
Hyundai Santro Xing (Non-AC),10,80000,0.0 ,62.,1086,110000
Mahindra Bolero 2011-2019 SLX,8,120000,15.9,62.,2523,450000
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2,20000,18.9,81.,1197,500000
Ford EcoSport 1.5 Petrol Ambiente BSIV,3,31596,17.0,121,1497,570000
Mahindra XUV500 W6 2WD,7,85710,15.1,140,2179,650000
Toyota Fortuner 3.0 Diesel,8,129627,11.5,171,2982,1680000
Datsun RediGO T Option,2,10000,22.7,53.,799 ,250000
Hyundai i10 Sportz,6,15000,20.3,78.,1197,320000
Maruti Wagon R AMT VXI,3,35000,20.5,67 ,998 ,440000
Hyundai i20 Sportz 1.2,7,49000,18.5,82.,1197,315000
Tata Manza Aura Quadrajet,10,158000,18.8,90 ,1248,202999
Hyundai EON Era,8,30000,21.1,55.,814 ,179000
Hyundai i10 Magna 1.2 iTech SE,12,60000,20.3,78.,1197,140000
Maruti Zen Estilo 1.1 LXI BSIII,12,40000,18.2,64 ,1061,150000
Mahindra Bolero SLX,9,60000,13.6,63 ,2523,440000
Ford Figo Diesel EXI,9,55130,20.0,68 ,1399,250000
Maruti Wagon R VXI BS IV,6,22000,20.5,67.,998 ,330000
Ford Figo Petrol ZXI,10,48000,15.6,70 ,1196,250000
Hyundai i20 Magna,8,45000,18.5,82.,1197,335000
Mahindra XUV500 W4,4,22522,16.0,140,2179,1025000
Hyundai i20 1.2 Magna,8,51856,18.5,80 ,1197,320000
Maruti Ciaz RS ZXi Plus,5,29434,20.7,91.,1373,550000
Honda WR-V i-DTEC VX,2,25000,25.5,98.,1498,800000
Tata Tiago 1.2 Revotron XZ,3,28000,23.8,84 ,1199,380000
Renault Duster 85PS Diesel RxL Optional,7,44500,20.4,83.,1461,400000
Maruti Wagon R VXI BS IV,4,34500,20.5,67.,998 ,375000
Honda City i-VTEC CVT ZX,3,20000,18.0,117,1497,1100000
Hyundai i20 1.2 Spotz,2,15000,18.6,81.,1197,650000
Nissan Micra XV CVT,6,26000,19.3,76 ,1198,361000
Hyundai EON D Lite Plus,8,20000,21.1,55.,814 ,140000
Hyundai Xcent 1.2 VTVT S,1,3000,20.1,81.,1197,550000
Honda Amaze VX Petrol BSIV,1,20000,19.5,88.,1199,670000
Maruti Vitara Brezza ZDi Plus,3,25000,24.3,88.,1248,880000
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2,35000,23.0,98.,1498,950000
Chevrolet Cruze LTZ,10,60000,18.3,147,1991,300000
Honda City i-VTEC CVT VX,3,6825,18.0,117,1497,1150000
Chevrolet Cruze LTZ AT,5,155000,14.8,163,1998,450000
Maruti Eeco CNG 5 Seater AC BSIV,2,50000,21.9,61.,1196,375000
Maruti Ertiga BSIV VXI,4,13500,17.5,91.,1373,600000
Toyota Innova 2.5 V Diesel 8-seater,12,260000,12.8,102,2494,700000
Hyundai Xcent 1.2 CRDi S,2,65000,25.4,73.,1186,600000
Mahindra Xylo H9,6,95000,14.0,118,2179,630000
Maruti Ciaz ZXi,4,40000,20.7,91.,1373,590000
Hyundai Santro Era,1,30000,20.3,68 ,1086,420000
Mitsubishi Pajero Sport 4X4 Dual Tone,4,120000,13.5,175,2477,1950000
Tata New Safari Dicor EX 4X2 BS IV,7,112011,13.9,138,2179,541000
Toyota Innova 2.5 G (Diesel) 7 Seater,5,125000,12.9,100,2494,900000
Toyota Innova 2.5 G (Diesel) 7 Seater,5,125000,12.9,100,2494,900000
Tata Manza Aura Quadrajet,11,43000,18.8,90 ,1248,250000
Mahindra Bolero 2011-2019 SLE,1,53534,15.9,62.,2523,670000
Tata Tigor 2017-2020 XZ Plus,1,20000,20.3,83.,1199,530000
Chevrolet Beat Diesel LT,8,70000,25.4,57.,936 ,150000
Mahindra XUV500 W8 2WD,7,70000,15.1,140,2179,550000
Mahindra Scorpio 1.99 S4 Plus,5,150000,15.4,120,1997,650000
Tata Indica Vista TDI LX,8,100000,19.4,70 ,1405,180000
Mahindra Thar 4X4,5,50000,16.5,105,2498,585000
Hyundai i20 Magna,7,120000,18.5,82.,1197,345000
Maruti Swift VDI,7,110000,22.9,74 ,1248,350000
Honda BRV i-VTEC V MT,4,140000,15.4,117,1497,725000
Tata Venture EX 7 Str,8,120000,15.4,70 ,1405,250000
Maruti 800 AC,18,70000,16.1,37 ,796 ,45000
Toyota Innova 2.5 E Diesel MS 8-seater,13,248119,12.8,102,2494,409999
Renault KWID 1.0 RXT Optional,3,16500,23.0,67 ,999 ,325000
Maruti Alto K10 VXI,4,9900,23.9,67.,998 ,350000
Maruti Alto LXi,8,80000,19.7,46.,796 ,180000
Fiat Linea Emotion,10,100000,16.0,90 ,1368,150000
Maruti Dzire ZXI,0,20000,23.2,88.,1197,700000
Maruti Ciaz ZDi Plus SHVS,4,90000,28.0,88.,1248,795000
Mahindra Thar CRDe,1,15000,16.5,105,2498,950000
Volkswagen Vento 1.5 Highline Plus AT 16 Alloy,2,75000,21.5,108,1498,885000
Maruti Ritz LDi,9,140000,21.1,73.,1248,160000
Hyundai i20 1.4 CRDi Asta,8,120000,23.0,90 ,1396,300000
Volkswagen Vento 1.5 Highline Plus AT 16 Alloy,2,75000,21.5,108,1498,950000
Maruti Ertiga VDI,5,90000,20.7,88.,1248,549000
Audi A3 35 TDI Premium Plus,2,20000,20.3,143,1968,3000000
Toyota Innova 2.5 VX (Diesel) 7 Seater,5,61000,12.9,100,2494,1200000
Renault Fluence Diesel E4,8,100000,21.8,78 ,1461,570000
Mahindra Thar CRDe,3,60000,16.5,105,2498,800000
Hyundai Verna CRDi SX ABS,11,100000,18.1,110,1493,375000
Mahindra Bolero SLX,11,170000,13.6,63 ,2523,300000
Toyota Etios G,7,100000,16.7,88.,1496,350000
Mahindra Bolero SLX,9,120000,13.6,63 ,2523,400000
Volkswagen Polo 1.5 TDI Comfortline,5,50000,20.1,88.,1498,434999
Maruti Alto 800 LXI,5,25000,22.7,47.,796 ,260000
Maruti Swift VDI,7,24019,22.9,74 ,1248,450000
Hyundai Verna 1.6 SX,7,80000,22.3,126,1582,459999
Maruti Ritz VDi ABS,9,100000,21.1,73.,1248,210000
Maruti Swift Dzire VXI,5,93000,20.8,83.,1197,540000
Maruti Ertiga SHVS VDI,3,50000,24.5,88.,1248,710000
Maruti Alto 800 VXI,2,22000,24.7,47.,796 ,285000
Hyundai Creta 1.4 E Plus,1,19600,22.1,88.,1396,990000
Tata Indigo CS eGLS BS IV,3,104000,15.6,64.,1193,362000
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,3,33000,23.0,98.,1498,880000
Mahindra TUV 300 mHAWK100 T8,3,60000,18.4,100,1493,700000
Mahindra Bolero 2011-2019 DI - AC BS III,4,60000,15.9,63 ,2523,600000
Nissan Terrano XL,5,40000,13.2,102,1598,700000
Tata Tiago 1.05 Revotorq XT,4,60000,27.2,69 ,1047,400000
Hyundai Accent Executive LPG,10,80000,13.2,93.,1495,165000
Toyota Innova 2.5 V Diesel 8-seater,13,376412,12.8,102,2494,350000
Maruti Ertiga VXI,6,80000,16.0,93.,1373,425000
Hyundai Santro Xing GL Plus,8,70000,17.9,62.,1086,180000
Maruti Alto K10 2010-2014 VXI,8,90000,20.9,67.,998 ,170000
Mahindra Bolero 2011-2019 DI NON AC BS III White,6,183000,15.9,63 ,2523,370000
Maruti Vitara Brezza VDi,2,27000,24.3,88.,1248,800000
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,3,35000,23.0,98.,1498,900000
Maruti Swift VDI,7,120000,22.9,74 ,1248,390000
Maruti Swift Dzire VDI,6,80000,23.4,74 ,1248,445000
Maruti Swift Dzire VDI,6,70000,23.4,74 ,1248,459999
Maruti Wagon R LXI DUO BS IV,7,55000,14.4,61.,998 ,275000
Maruti Ritz VDi,11,120000,21.1,73.,1248,200000
Maruti Swift Dzire 1.2 Lxi BSIV,8,72000,17.5,85.,1197,350000
Tata New Safari 4X4 EXI BSIII,13,120000,12.0,127,2092,95000
Toyota Etios GD,6,250000,23.5,67.,1364,550000
Chevrolet Tavera Neo 3 LT 9 Seats BSIII,4,100000,13.5,72.,2499,900000
Tata Sumo Gold GX,7,120000,15.3,83.,2956,350000
Nissan Micra XV CVT,5,50000,19.3,76 ,1198,325000
Hyundai Grand i10 Asta,6,32000,18.9,82 ,1197,455999
Maruti Alto STD,12,60000,19.7,46.,796 ,129000
Maruti Alto 800 LXI,3,40000,24.7,47.,796 ,254000
Ford Ecosport 1.5 Diesel Trend,6,48000,21.7,98.,1498,570000
Nissan Terrano XL D Option,2,30000,19.8,83.,1461,840000
Tata New Safari DICOR 2.2 GX 4x2 BS IV,10,100000,13.9,138,2179,235000
Mahindra TUV 300 T6,4,50000,18.4,100,1493,700000
Hyundai Grand i10 1.2 Kappa Sportz Option,2,5000,18.9,81.,1197,528000
Jeep Compass 2.0 Limited Option,3,12000,17.1,170,1956,1500000
Mahindra Bolero 2011-2019 DI - AC BS III,4,72000,15.9,63 ,2523,560000
Mahindra Bolero 2011-2019 DI - AC BS III,4,70000,15.9,63 ,2523,600000
Chevrolet Aveo U-VA 1.2 LS,13,50000,15.2,74.,1150,102000
Mahindra XUV500 W8 AWD,6,70000,15.1,140,2179,750000
Chevrolet Aveo U-VA 1.2,10,70000,14.7,76 ,1150,148000
Maruti Baleno Alpha 1.2,5,50000,21.4,83.,1197,650000
Volkswagen Polo Petrol Trendline 1.2L,8,40000,16.4,73.,1198,310000
Hyundai Xcent 1.2 Kappa S,6,30000,19.1,82 ,1197,480000
Maruti Alto 800 VXI,2,15000,24.7,47.,796 ,320000
Honda City i VTEC VX,5,40000,17.4,117,1497,750000
Nissan Micra Active XL Petrol,3,40000,19.4,67.,1198,370000
Maruti Swift ZXI,7,60000,18.6,85.,1197,320000
Maruti Swift ZXI,7,67000,18.6,85.,1197,420000
Maruti Swift Dzire VXi,10,60000,17.5,85.,1298,240000
Datsun RediGO 1.0 S,3,60000,22.5,67 ,999 ,220000
Tata Tiago 1.2 Revotron XM,4,30000,23.8,84 ,1199,350000
Honda Amaze VX i-DTEC,2,40000,25.8,98.,1498,675000
Toyota Etios Cross 1.2L G,4,50000,18.1,78.,1197,434999
Honda CR-V 2.0L 2WD AT,14,200000,13.1,141,1997,125000
Mahindra KUV 100 mFALCON G80 K6 AW,4,14000,18.1,82 ,1198,400000
Chevrolet Tavera Neo 3 9 Str BSIII,5,70000,13.5,72.,2499,425000
Maruti Ritz Genus VDi,10,94000,21.1,75 ,1248,311000
Chevrolet Tavera Neo 3 10 Seats BSIII,5,197000,13.5,72.,2499,509999
Ford Figo 1.5D Trend MT,5,79000,25.8,99 ,1498,530000
Skoda Octavia Rider 1.9 AT TDI,12,120000,18.7,66 ,1896,210000
Mahindra Marazzo M2 8Str BSIV,1,30000,17.3,121,1497,977000
Maruti Wagon R VXI BS IV,2,20000,20.5,67.,998 ,440000
Maruti Wagon R VXI BS IV,2,17000,20.5,67.,998 ,440000
Hyundai i20 1.2 Spotz,2,20000,18.6,81.,1197,655000
Renault KWID RXT Optional,4,60000,25.1,53.,799 ,295000
Hyundai i20 1.2 Spotz,2,20000,18.6,81.,1197,655000
Hyundai Getz 1.1 GLE,13,70000,15.0,66.,1086,65000
Tata Hexa XT,3,150000,17.6,153,2179,1200000
Tata Hexa XM,3,35000,17.6,153,2179,1251000
Tata Indigo CS eLX BS IV,10,60000,23.0,69 ,1396,200000
Hyundai i20 Active 1.4 SX with AVN,4,40000,21.1,88.,1396,750000
Maruti Wagon R LXI CNG,2,60000,26.6,58.,998 ,400000
Honda Amaze E i-VTEC,3,57000,17.8,86.,1198,475000
Tata Indigo VS,8,120000,17.8,70 ,1405,110000
Renault KWID 1.0 RXT 02 Anniversary Edition,3,30000,23.0,67 ,999 ,350000
Maruti Swift Dzire Tour LDI,4,175000,23.4,74 ,1248,450000
Tata Indigo LX,10,90000,17.0,70 ,1405,150000
Tata Indica V2 DLS,11,110000,17.2,53.,1396,80000
Hyundai i20 Magna 1.2,5,35000,18.6,81.,1197,430000
Toyota Innova Crysta 2.4 ZX MT BSIV,3,81000,13.6,147,2393,1450000
Chevrolet Cruze LTZ,9,100000,18.3,147,1991,360000
Tata Hexa XTA,3,60000,17.6,153,2179,1445000
Honda City i DTec S,4,60000,26.0,98.,1498,670000
Mercedes-Benz GLA Class 200,4,70000,13.7,183,1991,2000000
Honda Amaze S i-Dtech,5,50000,25.8,98.,1498,440000
Hyundai i20 1.4 CRDi Era,8,90000,23.0,90 ,1396,254999
Datsun GO Plus A Option Petrol,2,65000,19.0,67.,1198,530000
Mahindra XUV500 W4 1.99 mHawk,4,40000,16.0,140,1997,890000
Volkswagen Polo Diesel Comfortline 1.2L,7,80000,22.0,73.,1199,280000
Maruti Swift Dzire AMT ZXI,3,35000,21.2,81.,1197,725000
Mahindra TUV 300 T8,4,30000,18.4,100,1493,700000
Maruti Zen Estilo LXI BSIII,13,70000,18.2,67.,998 ,90000
Hyundai i10 Magna 1.1L,5,100000,19.8,68.,1086,287000
Hyundai Creta 1.6 SX Automatic,2,55000,14.8,121,1591,1380000
Toyota Innova 2.5 G (Diesel) 7 Seater,7,80000,12.9,100,2494,750000
Hyundai Verna 1.4 VTVT,4,40000,17.4,105,1396,650000
Maruti Wagon R LXI BS IV,7,108916,20.5,67.,998 ,240000
Hyundai EON Magna Optional,7,40000,21.1,55.,814 ,290000
Hyundai EON Era Plus,6,80000,21.1,55.,814 ,229999
Honda City i DTec VX,4,50000,26.0,98.,1498,1000000
Hyundai Santro Xing GL Plus,8,90000,17.9,62.,1086,200000
Maruti Alto LX,16,70000,19.7,46.,796 ,90000
Hyundai i20 1.4 CRDi Asta,8,90000,23.0,90 ,1396,330000
Maruti Ritz VDi ABS,11,70000,21.1,73.,1248,200000
Mahindra KUV 100 D75 K4 Plus,2,31000,25.3,77 ,1198,420000
Maruti Swift Dzire VDi,11,120000,19.3,73.,1248,260000
Hyundai i20 Sportz 1.2,4,40000,18.6,81.,1197,590000
Maruti Swift VDI BSIV,5,180000,25.2,74 ,1248,545000
Maruti Wagon R LXI BS IV,9,90000,18.9,67.,998 ,210000
Honda City 2017-2020 GXi,12,110000,17.7,78 ,1497,185000
Maruti Wagon R LXI,14,59000,18.9,67.,998 ,125000
Hyundai EON Magna Plus,6,60000,21.1,55.,814 ,280000
Maruti Wagon R VXI,15,70000,18.9,67.,998 ,98000
Tata Indica Vista Aqua 1.4 TDI,11,190000,17.0,71 ,1405,100000
Mahindra Verito Vibe 1.5 dCi D4,7,180000,20.8,64.,1461,250000
Toyota Fortuner 3.0 Diesel,10,150000,11.5,171,2982,750000
Chevrolet Optra Magnum 2.0 LS,13,130000,16.5,123,1991,160000
Hyundai Verna 1.6 CRDi EX AT,7,120000,22.3,126,1582,509999
Tata Indica V2 DL,11,80000,17.8,52.,1396,95000
Hyundai Verna 1.6 SX CRDi (O),6,80000,22.3,126,1582,525000
Datsun RediGO 1.0 T Option,3,20000,22.5,67 ,999 ,278000
Maruti 800 AC,23,60000,16.1,37 ,796 ,50000
Volkswagen Polo Diesel Highline 1.2L,9,120000,22.0,73.,1199,254999
Maruti Swift Dzire VXI 1.2,1,10000,21.2,81.,1197,675000
Maruti Swift Dzire VDI,4,147000,26.5,74 ,1248,600000
Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,2,51000,25.1,88.,1248,950000
Honda City 2017-2020 GXi,13,60000,17.7,78 ,1497,229999
Toyota Innova 2.5 G4 Diesel 8-seater,11,220000,12.8,102,2494,600000
Maruti Alto 800 VXI Optional,3,20000,24.7,47.,796 ,330000
Maruti Alto K10 VXI,3,40000,23.9,67.,998 ,350000
Volkswagen Polo 1.2 MPI Comfortline,4,35000,16.2,74 ,1199,560000
Maruti Wagon R VXI BS IV,3,30000,20.5,67.,998 ,440000
Maruti A-Star Vxi,9,90000,19.0,66.,998 ,220000
Maruti Swift Dzire ZDI,3,110000,28.4,74.,1248,750000
Mahindra XUV500 W6 2WD,5,140000,15.1,140,2179,800000
Tata Indica V2 DLX,13,104000,17.2,53.,1396,59259
Maruti Baleno Zeta Automatic,2,9000,21.4,83.,1197,740000
Maruti Ignis 1.2 AMT Zeta BSIV,1,19000,20.8,81.,1197,570000
Maruti Wagon R AMT VXI,3,20000,20.5,67 ,998 ,430000
Maruti Vitara Brezza ZDi Plus Dual Tone,4,70000,24.3,88.,1248,800000
Hyundai Grand i10 CRDi Sportz,5,53000,24.0,70 ,1120,450000
Maruti Swift Dzire VDI,7,105000,23.4,74 ,1248,420000
Mahindra Thar DI 4X4 PS,5,16000,18.0,63 ,2523,750000
Maruti Baleno RS 1.0 Petrol,1,7200,21.1,100,998 ,780000
Volkswagen Polo Diesel Comfortline 1.2L,9,77000,22.0,73.,1199,320000
Mahindra KUV 100 D75 K8 Dual Tone,3,40000,25.3,77 ,1198,690000
Maruti Swift Dzire ZDi,8,70000,19.3,73.,1248,375000
Ford Figo 1.2P Sports Edition MT,3,50000,18.1,86.,1196,620000
Hyundai Santro Xing GL Plus LPG,5,85000,13.4,62.,1086,300000
Maruti Eeco 7 Seater Standard BSIV,4,58000,15.3,73 ,1196,370000
Mahindra Thar 4X4,7,85000,16.5,105,2498,770000
Hyundai Xcent 1.2 Kappa S Option,6,65000,19.1,81.,1197,500000
Mahindra KUV 100 mFALCON D75 K2,3,120000,25.3,77 ,1198,450000
Hyundai Santro Xing GL Plus,7,50000,17.9,62.,1086,195000
Maruti Wagon R AMT VXI Option,2,30000,20.5,67 ,998 ,472000
Maruti Alto K10 VXI,6,58000,23.9,67.,998 ,250000
Chevrolet Beat Diesel,9,70000,25.4,57.,936 ,165000
Tata Zest Quadrajet 1.3 XT,2,110000,20.6,88.,1248,525000
Maruti Wagon R LXI,17,65000,18.9,67.,998 ,145000
Tata Indica Vista Quadrajet 90 VX,7,100000,22.3,88.,1248,325000
Mahindra Bolero Power Plus ZLX,3,60000,16.5,70 ,1493,660000
Ford Classic 1.4 Duratorq CLXI,6,90000,19.6,67 ,1399,310000
Mahindra Bolero SLX 4WD BSIII,12,200000,13.6,63 ,2523,250000
Ford Classic 1.4 Duratorq CLXI,6,100000,19.6,67 ,1399,330000
Ford Figo Diesel Titanium,8,80000,20.0,68 ,1399,250000
Mahindra NuvoSport N8 AMT,3,60000,17.4,100,1493,650000
Maruti Alto K10 VXI,4,40000,23.9,67.,998 ,305000
Maruti Ciaz VDi Plus,5,50000,26.2,88.,1248,600000
Maruti Wagon R LXI Optional,5,110000,20.5,67.,998 ,280000
Tata Indigo CR4,9,50000,23.5,70 ,1396,153000
Mahindra TUV 300 mHAWK100 T8,2,30000,18.4,100,1493,700000
Renault KWID RXL,3,40000,25.1,53.,799 ,325000
Maruti Alto K10 VXI,4,40000,23.9,67.,998 ,305000
Maruti 800 AC,14,70000,16.1,37 ,796 ,155000
Maruti Alto K10 2010-2014 VXI,8,80000,20.9,67.,998 ,235000
Maruti Swift VXI Optional,4,15000,20.4,81.,1197,500000
Mahindra Bolero DI,16,150000,13.6,63 ,2523,120000
Skoda Rapid 1.5 TDI AT Style Plus,4,88000,21.6,103,1498,675000
Toyota Innova 2.5 Z Diesel 7 Seater BS IV,6,80000,12.9,100,2494,950000
Mahindra XUV500 W5 BSIV,2,59865,15.1,152,2179,1051000
Volkswagen Polo 2015-2019 GT 1.5 TDI,4,60000,21.4,108,1498,591000
Hyundai i20 Asta 1.4 CRDi,5,72000,22.5,88.,1396,585000
Honda City i-VTEC CVT ZX,3,68140,18.0,117,1497,1025000
Maruti Swift VDI,6,53190,28.4,74 ,1248,450000
Hyundai i20 2015-2017 Sportz 1.4 CRDi,6,70100,22.5,88.,1396,484999
Honda Jazz 1.5 S i DTEC,2,47725,27.3,98.,1498,650000
Maruti Swift Dzire VDI,6,70195,28.4,74.,1248,434999
Ford Figo Diesel EXI,9,77395,20.0,68 ,1399,195000
Mahindra Marazzo M2 8Str BSIV,1,17000,17.3,121,1497,1000000
Hyundai Elantra CRDi SX Option AT,7,64000,14.6,113,1498,650000
Chevrolet Beat Diesel LS,6,74321,25.4,56.,936 ,190000
Maruti Swift Dzire ZDI,7,80235,28.4,74.,1248,409999
Hyundai Creta 1.6 CRDi AT SX Plus,4,77150,17.0,126,1582,1050000
Volkswagen Vento 1.5 TDI Highline Plus AT,5,69000,22.1,108,1498,651000
Maruti SX4 S Cross 2015-2017 DDiS 200 Alpha,5,57000,23.6,88.,1248,650000
Skoda Rapid 1.5 TDI Ambition Plus,3,89000,21.1,103,1498,750000
Volkswagen Passat Highline DSG S (Spl. Edition),8,61100,14.3,140,1968,799000
Skoda Octavia Ambiente 1.9 TDI,10,116000,18.7,66 ,1896,355000
Hyundai Verna 1.6 CRDi S Option,5,80000,23.9,126,1582,600000
Maruti Swift VDI,2,26000,28.4,74 ,1248,685000
Maruti Swift LDI,2,100000,28.4,74 ,1248,509999
Maruti Alto Green LXi (CNG),8,82300,26.8,38.,796 ,150000
Maruti Swift Dzire Vdi BSIV,3,82050,19.3,73.,1248,650000
Mahindra XUV500 W8 4WD,8,120000,15.1,140,2179,675000
Renault KWID AMT,2,30000,24.0,67 ,999 ,319000
Honda Amaze S Petrol BSIV,1,6000,19.5,88.,1199,640000
Hyundai i20 1.2 Asta,3,30000,18.6,81.,1197,650000
Maruti Ertiga VDI,5,70000,20.7,88.,1248,650000
Maruti Alto Green LXi (CNG),10,70000,26.8,38.,796 ,155000
Maruti Ertiga VDI,5,70000,20.7,88.,1248,650000
Maruti Swift Ldi BSIII,12,120000,17.8,75 ,1248,175000
Hyundai Grand i10 CRDi SportZ Edition,6,76000,24.0,70 ,1120,375000
Hyundai Grand i10 CRDi Asta,6,80000,24.0,70 ,1120,430000
Tata Indica V2 DLS,12,110000,17.2,53.,1396,65000
Hyundai Accent GLS,11,70000,13.2,94 ,1495,150000
Hyundai i20 Active S Petrol,1,13000,17.1,81.,1197,620000
Ford Classic 1.6 Duratec CLXI,7,60000,14.0,99.,1596,250000
Maruti Ritz VDi,9,165000,21.1,73.,1248,275000
Chevrolet Tavera Neo 3 LS 10 Seats BSIII,7,120000,13.5,72.,2499,454000
Mahindra TUV 300 T4,3,30000,18.4,100,1493,600000
Volkswagen Vento Diesel Comfortline,9,100000,20.5,103,1598,400000
Mahindra Renault Logan 1.5 DLE Diesel,13,187000,19.2,65 ,1461,180000
Maruti Vitara Brezza VDi,4,70000,24.3,88.,1248,750000
Maruti Swift VXI Optional,4,40000,20.4,81.,1197,500000
Audi Q3 2.0 TDI Quattro Premium Plus,3,22000,15.7,174,1968,2825000
Honda Civic ZX Diesel BSIV,0,5500,26.8,118,1597,2125000
BMW X1 sDrive20d M Sport,2,18000,19.6,190,1998,3350000
Honda Jazz VX CVT,1,1500,18.2,88.,1199,840000
Honda Mobilio RS Option i DTEC,5,46000,24.5,98.,1498,1000000
Maruti Baleno Alpha 1.3,3,24400,27.3,74 ,1248,740000
Volkswagen Vento 1.5 TDI Highline Plus AT BSIV,2,29899,22.1,108,1498,1290000
Toyota Innova Crysta 2.8 GX AT 8S BSIV,2,20000,11.3,171,2755,1800000
Hyundai Grand i10 Nios Sportz,0,2000,20.7,81.,1197,775000
Renault Lodgy 85PS RxL,3,34000,21.0,83.,1461,695000
Hyundai Elite i20 Asta Option CVT BSIV,2,31000,17.4,81.,1197,730000
Chevrolet Trailblazer LTZ 4X2 AT,4,46000,11.4,197,2776,1295000
Isuzu MU 7 AT Premium,4,121000,12.0,161,2999,1160000
Mercedes-Benz GLC 220d 4MATIC,3,60000,0.0 ,194,1950,3300000
Hyundai Santro Asta BSIV,2,7000,20.3,68 ,1086,540000
Maruti Celerio ZXI Optional AMT BSIV,4,10000,23.1,67.,998 ,434999
Mercedes-Benz GL-Class 220d 4MATIC Sport,2,6000,17.9,170,2143,4600000
Force Gurkha Hard Top BS3 4WD,2,20000,17.0,80.,2596,910000
Hyundai Creta 1.6 CRDi SX,5,59235,19.6,126,1582,850000
BMW X4 M Sport X xDrive20d,1,21000,16.7,190,1995,5800000
Honda Amaze S i-Dtech,6,48000,25.8,98.,1498,520000
Mahindra Xylo D4,2,114000,14.9,93.,2489,650000
Maruti Swift Dzire LDi,9,120000,19.3,73.,1248,430000
Hyundai i20 Magna Optional 1.4 CRDi,7,144000,21.9,88.,1396,360000
